slug,name,country,kind,province,lat,lon,pop2024,pop,region,netmig_rate,income_class,rotation_deg,erank,erank_norm,erank_l1,k90,erank_unrotated,orient_entropy,orient_order,grid_share,straightness,block_m,intersection_km2,four_way_share,deadend_share,street_km,n_ways,flag
ph-cauayan,City of Cauayan,Philippines,ph,Isabela,16.9346,121.77444,143539.0,,Asia,-5.97,3rd,10.5,137.9,151.7,712.6,389,177.7,3.515,0.062,0.421,0.938,263.0,29.6,0.123,0.212,154.0,923,norm_short
ph-san-jose-occidental-mindoro,San Jose,Philippines,ph,Occidental Mindoro,12.35398,121.0675,143495.0,,Asia,-22.39,1st,34.5,107.2,107.2,540.9,296,212.6,3.412,0.15,0.389,0.964,67.0,31.2,0.166,0.25,131.3,886,norm_short
ph-la-trinidad,La Trinidad,Philippines,ph,Benguet,16.44978,120.59009,142925.0,,Asia,0.42,1st,0.5,229.4,263.3,752.2,436,229.9,3.574,0.009,0.256,0.845,nan,30.6,0.055,0.415,157.7,2051,norm_short
ph-dumaguete,City of Dumaguete,Philippines,ph,Negros Oriental,9.30548,123.30804,142171.0,,Asia,9.64,3rd,1.5,121.8,146.3,489.6,293,119.7,3.249,0.281,0.495,0.936,208.0,31.2,0.141,0.335,147.4,1562,norm_short
ph-nasugbu,Nasugbu,Philippines,ph,Batangas,14.07326,120.63265,141063.0,,Asia,0.81,1st,79.5,73.6,73.6,554.8,287,116.8,3.373,0.182,0.536,0.93,69.0,19.3,0.164,0.167,93.8,606,norm_short
ph-tabaco,City of Tabaco,Philippines,ph,Albay,13.35931,123.7302,140779.0,,Asia,-7.75,4th,76.5,121.4,121.4,509.4,284,195.7,3.403,0.158,0.426,0.935,nan,16.4,0.134,0.244,85.8,618,norm_short
ph-norzagaray,Norzagaray,Philippines,ph,Bulacan,14.90557,121.04226,140697.0,,Asia,0.15,1st,82.5,206.6,214.7,713.8,395,231.9,3.552,0.029,0.36,0.872,156.0,16.9,0.069,0.314,105.0,847,norm_short
ph-carcar,City of Carcar,Philippines,ph,Cebu,10.10556,123.64067,140308.0,,Asia,-2.56,5th,44.5,224.2,225.6,720.6,409,292.5,3.559,0.022,0.283,0.908,217.0,19.4,0.064,0.329,110.8,912,norm_short
ph-gingoog,City of Gingoog,Philippines,ph,Misamis Oriental,8.82327,125.1013,138895.0,,Asia,-6.15,2nd,76.5,76.1,76.1,553.3,292,135.9,3.469,0.101,0.429,0.941,82.0,21.9,0.238,0.242,96.0,523,norm_short
ph-naga-cebu,City of Naga,Philippines,ph,Cebu,10.20847,123.7591,138727.0,,Asia,-0.25,5th,50.5,180.0,180.0,511.4,301,257.1,3.527,0.051,0.281,0.908,312.0,11.8,0.099,0.335,60.0,850,norm_short
ph-daraga,Daraga,Philippines,ph,Albay,13.14797,123.71208,138000.0,,Asia,-0.12,1st,89.5,147.5,210.4,727.1,405,167.0,3.559,0.022,0.301,0.866,nan,35.8,0.117,0.305,157.0,1629,norm_short
ph-guagua,Guagua,Philippines,ph,Pampanga,14.96541,120.63363,137948.0,,Asia,11.43,1st,34.5,163.5,172.4,637.0,343,265.8,3.488,0.085,0.385,0.926,312.0,22.6,0.087,0.281,116.3,1127,norm_short
ph-candelaria,Candelaria,Philippines,ph,Quezon,13.9289,121.42468,137933.0,,Asia,-7.39,1st,0.5,119.3,156.5,677.7,353,125.7,3.201,0.318,0.578,0.925,250.0,39.7,0.136,0.225,174.8,1179,norm_short
ph-talavera,Talavera,Philippines,ph,Nueva Ecija,15.58426,120.9184,137444.0,,Asia,3.86,1st,0.5,151.9,158.4,679.1,361,150.1,3.514,0.062,0.443,0.919,278.0,14.4,0.106,0.31,111.9,579,norm_short
ph-silay,City of Silay,Philippines,ph,Negros Occidental,10.79941,122.97561,136802.0,,Asia,9.6,3rd,24.5,86.3,97.8,595.2,301,142.7,3.127,0.372,0.631,0.869,250.0,55.4,0.116,0.169,187.8,1395,norm_short
ph-hagonoy,Hagonoy,Philippines,ph,Bulacan,14.8355,120.73352,136673.0,,Asia,1.24,1st,6.5,188.3,188.3,534.6,303,185.1,3.504,0.071,0.318,0.883,263.0,7.0,0.086,0.315,51.1,511,norm_short
ph-dipolog,City of Dipolog,Philippines,ph,Zamboanga del Norte,8.58636,123.34488,136528.0,,Asia,-8.1,3rd,12.5,87.8,87.8,523.3,288,170.7,3.375,0.18,0.523,0.929,nan,22.2,0.238,0.254,110.4,664,norm_short
ph-angono,Angono,Philippines,ph,Rizal,14.52585,121.15297,134975.0,,Asia,1.5,1st,55.5,99.5,168.9,621.8,352,154.9,3.517,0.06,0.376,0.946,312.0,66.0,0.142,0.247,245.9,3781,
ph-san-juan,City of San Juan,Philippines,ph,National Capital Region (NCR),14.60444,121.02995,134312.0,,Asia,12.09,1st,65.5,109.0,261.9,765.6,450,126.3,3.508,0.068,0.331,0.959,70.0,92.8,0.264,0.147,412.4,7500,
ph-magalang,Magalang,Philippines,ph,Pampanga,15.21409,120.66163,133883.0,,Asia,10.5,1st,78.5,161.0,178.8,714.5,392,196.4,3.368,0.186,0.435,0.92,357.0,36.2,0.109,0.29,164.5,1953,norm_short
ph-san-carlos-negros-occidental,City of San Carlos,Philippines,ph,Negros Occidental,10.48605,123.41904,133175.0,,Asia,-3.88,2nd,36.5,97.8,97.8,486.0,261,174.2,3.417,0.146,0.402,0.91,nan,23.3,0.18,0.145,101.1,560,norm_short
ph-bongao,Bongao,Philippines,ph,Tawi-Tawi,5.02897,119.77131,131887.0,,Asia,26.48,2nd,74.5,194.3,194.3,597.6,330,194.7,3.549,0.031,0.265,0.914,294.0,7.4,0.113,0.29,49.9,244,norm_short
ph-guimba,Guimba,Philippines,ph,Nueva Ecija,15.66035,120.76691,131468.0,,Asia,4.23,1st,1.5,131.9,131.9,687.3,358,140.8,3.397,0.162,0.524,0.907,161.0,14.0,0.175,0.294,101.9,443,norm_short
ph-rosario,Rosario,Philippines,ph,Batangas,13.84516,121.20338,131365.0,,Asia,-0.64,1st,82.5,117.9,124.9,617.1,305,162.0,3.043,0.432,0.731,0.895,294.0,28.4,0.115,0.26,132.7,1115,norm_short
ph-santo-tomas,Santo Tomas,Philippines,ph,Davao del Norte,7.53284,125.62322,131100.0,,Asia,-1.65,1st,0.5,53.3,53.7,502.3,208,38.6,3.074,0.41,0.814,0.939,263.0,17.7,0.113,0.239,112.7,570,norm_short
ph-gapan,City of Gapan,Philippines,ph,Nueva Ecija,15.31228,120.94794,129610.0,,Asia,6.05,4th,76.5,174.7,196.4,719.1,400,208.9,3.502,0.073,0.366,0.919,263.0,25.7,0.134,0.251,140.3,792,norm_short
ph-bayambang,Bayambang,Philippines,ph,Pangasinan,15.80932,120.45704,129506.0,,Asia,-5.5,1st,75.5,231.5,238.9,734.9,417,236.7,3.512,0.064,0.379,0.893,156.0,15.9,0.08,0.307,116.4,557,norm_short
ph-santa-cruz,Santa Cruz,Philippines,ph,Laguna,14.28182,121.41489,126844.0,,Asia,0.8,1st,66.5,119.8,120.4,538.9,273,213.2,3.185,0.33,0.581,0.92,294.0,31.1,0.08,0.255,116.4,1173,norm_short
ph-bayawan,City of Bayawan,Philippines,ph,Negros Oriental,9.36615,122.80484,126744.0,,Asia,-0.6,2nd,26.5,96.2,96.2,447.5,238,250.6,3.339,0.211,0.513,0.952,385.0,12.3,0.241,0.13,64.5,280,norm_short
ph-sultan-kudarat,Sultan Kudarat,Philippines,ph,Maguindanao del Norte,7.27109,124.29192,124965.0,,Asia,29.92,1st,0.5,234.7,234.7,704.7,397,240.5,3.558,0.023,0.315,0.875,83.0,6.3,0.038,0.336,60.7,277,norm_short
ph-san-fernando-la-union,City of San Fernando,Philippines,ph,La Union,16.61627,120.3171,124809.0,,Asia,-6.07,3rd,4.5,200.4,205.6,656.6,373,205.9,3.443,0.123,0.416,0.908,nan,24.1,0.083,0.321,120.0,1163,norm_short
ph-dinalupihan,Dinalupihan,Philippines,ph,Bataan,14.8674,120.46103,124188.0,,Asia,5.01,1st,56.5,171.1,191.0,732.7,417,210.5,3.533,0.046,0.255,0.89,nan,25.1,0.145,0.196,143.2,1088,norm_short
ph-candaba,Candaba,Philippines,ph,Pampanga,15.09236,120.82725,124019.0,,Asia,1.18,1st,14.5,153.4,153.4,650.8,338,206.5,3.537,0.041,0.374,0.921,333.0,8.0,0.07,0.302,64.6,339,norm_short
ph-kawit,Kawit,Philippines,ph,Cavite,14.44427,120.90354,123631.0,,Asia,29.16,1st,88.5,104.1,172.7,666.8,368,108.5,3.409,0.153,0.379,0.935,192.0,65.9,0.102,0.235,218.2,3797,
ph-parang,Parang,Philippines,ph,Maguindanao del Norte,7.37558,124.26748,123209.0,,Asia,34.38,1st*,46.5,110.2,110.2,611.3,335,236.2,3.529,0.049,0.354,0.905,192.0,6.4,0.149,0.297,53.6,200,norm_short
ph-san-ildefonso,San Ildefonso,Philippines,ph,Bulacan,15.07812,120.93981,123140.0,,Asia,8.67,1st,0.5,233.2,233.2,713.1,405,231.2,3.563,0.018,0.279,0.911,357.0,13.3,0.105,0.35,82.8,626,norm_short
ph-tabuk,City of Tabuk,Philippines,ph,Kalinga,17.41115,121.44144,122771.0,,Asia,-9.46,5th,27.5,147.2,147.2,710.1,396,194.7,3.396,0.164,0.201,0.907,nan,14.0,0.244,0.31,98.7,350,norm_short
ph-calumpit,Calumpit,Philippines,ph,Bulacan,14.91517,120.76621,122187.0,,Asia,2.72,1st,49.5,268.3,289.8,709.3,410,168.5,3.483,0.09,0.221,0.893,192.0,20.2,0.145,0.238,111.9,1128,norm_short
ph-apalit,Apalit,Philippines,ph,Pampanga,14.94991,120.7588,121057.0,,Asia,1.33,1st,49.5,143.8,169.8,701.8,396,175.6,3.487,0.086,0.266,0.918,238.0,25.4,0.085,0.268,124.8,1033,norm_short
ph-plaridel,Plaridel,Philippines,ph,Bulacan,14.88632,120.8599,120939.0,,Asia,7.35,1st,81.5,148.2,220.4,740.0,420,153.4,3.464,0.106,0.392,0.926,333.0,54.3,0.13,0.222,237.4,2267,
ph-ligao,City of Ligao,Philippines,ph,Albay,13.24028,123.53652,119779.0,,Asia,-5.01,4th,87.5,179.5,184.2,726.5,408,214.2,3.548,0.032,0.323,0.916,385.0,14.2,0.177,0.202,99.6,507,norm_short
ph-island-garden-city-of-samal,Island Garden City of Samal,Philippines,ph,Davao del Norte,7.04686,125.73283,119701.0,,Asia,-0.56,4th,8.5,253.9,253.9,703.3,399,257.0,3.559,0.022,0.288,0.895,278.0,5.0,0.04,0.342,57.5,278,centroid_fallback;norm_short
ph-malita,Malita,Philippines,ph,Davao Occidental,6.41437,125.61091,118438.0,,Asia,-0.33,1st,63.5,98.9,98.9,424.5,243,150.2,3.489,0.085,0.447,0.898,238.0,5.0,0.104,0.306,40.0,169,norm_short
ph-guiguinto,Guiguinto,Philippines,ph,Bulacan,14.8282,120.87861,118173.0,,Asia,4.97,1st,73.5,144.8,218.8,746.4,428,151.7,3.491,0.082,0.383,0.902,238.0,66.6,0.1,0.245,258.7,2602,
ph-manolo-fortich,Manolo Fortich,Philippines,ph,Bukidnon,8.36783,124.86631,118075.0,,Asia,-0.59,1st,9.5,157.1,157.1,618.3,332,197.8,3.386,0.172,0.502,0.863,278.0,9.8,0.098,0.226,77.0,326,norm_short
ph-himamaylan,City of Himamaylan,Philippines,ph,Negros Occidental,10.09928,122.87054,117286.0,,Asia,-0.52,3rd,86.5,184.9,184.9,565.1,322,168.7,3.427,0.138,0.353,0.865,312.0,5.8,0.13,0.24,50.5,211,norm_short
ph-los-banos,Los Baños,Philippines,ph,Laguna,14.17909,121.22179,117030.0,,Asia,-1.0,1st,63.5,147.8,152.0,625.9,358,171.5,3.484,0.088,0.443,0.905,238.0,31.4,0.097,0.236,139.0,1227,norm_short
ph-glan,Glan,Philippines,ph,Sarangani,5.8227,125.2049,117017.0,,Asia,5.84,1st,0.5,42.4,42.4,490.2,216,34.3,3.281,0.256,0.762,0.922,116.0,10.8,0.253,0.249,67.2,248,norm_short
ph-tacurong,City of Tacurong,Philippines,ph,Sultan Kudarat,6.68844,124.67866,116945.0,,Asia,8.97,4th,67.5,44.0,50.5,447.3,156,213.3,2.404,0.786,0.907,0.965,128.0,41.7,0.178,0.246,215.9,1032,
ph-subic,Subic,Philippines,ph,Zambales,14.87748,120.23447,116788.0,,Asia,2.97,1st,0.5,187.0,192.0,703.3,391,185.2,3.543,0.037,0.276,0.925,357.0,26.5,0.144,0.273,114.4,1188,norm_short
ph-lamitan,City of Lamitan,Philippines,ph,Basilan,6.65756,122.14497,116652.0,,Asia,31.62,6th,0.5,168.3,168.3,612.5,344,128.4,3.497,0.077,0.268,0.911,nan,6.8,0.082,0.283,59.3,190,norm_short
ph-tayabas,City of Tayabas,Philippines,ph,Quezon,14.02635,121.59184,115318.0,,Asia,-1.47,6th,37.5,85.4,85.4,540.3,262,238.4,3.359,0.194,0.547,0.942,278.0,24.5,0.224,0.206,96.7,699,norm_short
ph-iriga,City of Iriga,Philippines,ph,Camarines Sur,13.42226,123.41294,115306.0,,Asia,-3.67,4th,37.5,234.3,234.3,733.8,414,253.6,3.501,0.073,0.32,0.921,217.0,16.2,0.149,0.282,111.5,545,norm_short
ph-san-juan-batangas,San Juan,Philippines,ph,Batangas,13.82599,121.39642,115118.0,,Asia,-4.56,1st,86.5,123.8,128.3,650.1,323,124.2,3.105,0.388,0.689,0.914,357.0,16.8,0.131,0.282,112.5,713,norm_short
ph-baybay,City of Baybay,Philippines,ph,Leyte,10.6778,124.79775,114708.0,,Asia,1.41,1st (as Mun),59.5,105.0,105.0,464.4,272,206.0,3.511,0.065,0.454,0.925,227.0,8.2,0.233,0.309,54.2,276,norm_short
ph-quezon-bukidnon,Quezon,Philippines,ph,Bukidnon,7.72958,125.10183,114521.0,,Asia,-1.06,1st,1.5,313.1,313.1,743.0,437,311.1,3.551,0.029,0.162,0.919,208.0,8.7,0.124,0.248,78.0,329,norm_short
ph-mangaldan,Mangaldan,Philippines,ph,Pangasinan,16.07028,120.40378,113302.0,,Asia,-5.02,1st,60.5,130.1,146.8,653.8,338,301.5,3.303,0.239,0.598,0.887,100.0,20.3,0.12,0.31,134.0,846,norm_short
ph-libmanan,Libmanan,Philippines,ph,Camarines Sur,13.69604,123.06121,113254.0,,Asia,-7.38,1st,37.5,177.8,177.8,676.1,387,215.5,3.48,0.092,0.187,0.941,238.0,3.8,0.271,0.304,46.0,166,norm_short
ph-rosario-cavite,Rosario,Philippines,ph,Cavite,14.41672,120.85526,112572.0,,Asia,-3.67,1st,72.5,107.9,166.0,530.6,303,146.9,3.435,0.13,0.378,0.885,278.0,41.6,0.13,0.223,154.5,2606,norm_short
ph-carmona,City of Carmona,Philippines,ph,Cavite,14.31346,121.05743,112140.0,,Asia,5.13,1st (as Mun),63.5,110.7,253.2,752.6,434,135.1,3.503,0.072,0.269,0.928,333.0,101.2,0.121,0.158,352.5,5488,
ph-laoag,City of Laoag,Philippines,ph,Ilocos Norte,18.19732,120.59354,112117.0,,Asia,-2.3,3rd,25.5,79.0,105.4,671.9,343,213.5,3.282,0.256,0.655,0.919,147.0,38.4,0.374,0.175,200.1,1067,
ph-pulilan,Pulilan,Philippines,ph,Bulacan,14.90227,120.84879,111384.0,,Asia,-0.47,1st,80.5,136.4,189.3,705.3,389,147.7,3.474,0.097,0.411,0.925,385.0,48.6,0.155,0.227,202.1,2155,
ph-cauayan-negros-occidental,Cauayan,Philippines,ph,Negros Occidental,9.97336,122.62602,110899.0,,Asia,0.17,1st,89.5,48.1,48.1,237.3,124,50.9,3.331,0.217,0.649,0.946,nan,1.2,0.161,0.392,17.5,64,sparse_osm;norm_short
ph-bayugan,City of Bayugan,Philippines,ph,Agusan del Sur,8.71456,125.74819,110313.0,,Asia,-6.37,5th,89.5,121.5,121.5,679.8,362,98.7,3.432,0.133,0.464,0.957,nan,21.5,0.193,0.223,119.2,573,norm_short
ph-balanga,City of Balanga,Philippines,ph,Bataan,14.67957,120.54097,109931.0,,Asia,6.76,4th,83.5,123.9,151.9,708.5,394,160.9,3.45,0.118,0.376,0.916,nan,59.6,0.111,0.243,213.9,2085,
ph-maramag,Maramag,Philippines,ph,Bukidnon,7.76107,125.00516,109864.0,,Asia,-8.89,1st,77.5,117.0,117.0,705.1,394,232.6,3.46,0.109,0.376,0.904,104.0,16.0,0.201,0.221,119.4,427,norm_short
ph-talisay-negros-occidental,City of Talisay,Philippines,ph,Negros Occidental,10.73726,122.96733,109204.0,,Asia,-3.13,4th,19.5,60.2,87.1,514.0,264,100.8,3.132,0.369,0.662,0.903,nan,63.6,0.14,0.093,206.6,1753,
ph-naujan,Naujan,Philippines,ph,Oriental Mindoro,13.32424,121.30307,109122.0,,Asia,-5.42,1st,29.5,146.3,146.3,519.9,297,281.6,3.43,0.135,0.408,0.941,278.0,5.0,0.206,0.212,40.2,134,norm_short
ph-lingayen,Lingayen,Philippines,ph,Pangasinan,16.02064,120.23071,108510.0,,Asia,-2.63,1st,77.5,107.4,112.1,616.6,296,201.4,3.046,0.43,0.738,0.927,nan,16.6,0.196,0.266,120.0,624,norm_short
ph-malungon,Malungon,Philippines,ph,Sarangani,6.37797,125.27267,108429.0,,Asia,-1.96,1st,44.5,279.2,279.2,750.2,441,171.1,3.526,0.052,0.214,0.863,385.0,3.8,0.031,0.36,45.0,203,norm_short
ph-labo,Labo,Philippines,ph,Camarines Norte,14.15435,122.82852,108319.0,,Asia,-12.64,1st,17.5,121.1,121.1,624.7,341,256.0,3.506,0.069,0.39,0.911,nan,10.6,0.17,0.29,71.1,313,norm_short
ph-san-rafael,San Rafael,Philippines,ph,Bulacan,14.95812,120.96365,108256.0,,Asia,6.32,1st,23.5,278.3,288.2,746.5,435,262.2,3.569,0.013,0.232,0.877,172.0,13.8,0.064,0.308,98.2,627,norm_short
ph-talipao,Talipao,Philippines,ph,Sulu,5.97507,121.11447,107901.0,,Asia,16.6,1st,46.5,289.6,289.6,668.5,416,225.1,3.495,0.079,0.146,0.912,217.0,0.5,0.077,0.316,19.0,22,sparse_osm;norm_short
ph-catbalogan,City of Catbalogan,Philippines,ph,Samar,11.77534,124.88311,107896.0,,Asia,-7.83,5th,76.5,89.5,89.5,528.8,282,174.9,3.502,0.073,0.416,0.898,nan,9.0,0.2,0.237,52.8,310,norm_short
ph-tiaong,Tiaong,Philippines,ph,Quezon,13.95967,121.3223,107666.0,,Asia,-3.89,1st,21.5,143.4,139.9,676.3,369,194.8,3.553,0.028,0.418,0.918,156.0,15.4,0.14,0.271,97.7,758,norm_short
ph-bulan,Bulan,Philippines,ph,Sorsogon,12.66891,123.87696,106919.0,,Asia,-4.58,1st,88.5,96.6,96.6,590.3,310,111.5,3.478,0.094,0.421,0.926,nan,9.7,0.296,0.229,55.1,258,norm_short
ph-guihulngan,City of Guihulngan,Philippines,ph,Negros Oriental,10.1196,123.27387,106576.0,,Asia,1.43,5th,11.5,149.5,149.5,395.6,231,217.3,3.537,0.041,0.287,0.89,385.0,2.5,0.226,0.262,29.8,93,sparse_osm;norm_short
ph-daet,Daet,Philippines,ph,Camarines Norte,14.11233,122.9557,106465.0,,Asia,-19.94,1st,87.5,141.5,158.5,717.2,394,157.3,3.549,0.031,0.299,0.911,263.0,35.4,0.173,0.18,160.7,962,norm_short
ph-paniqui,Paniqui,Philippines,ph,Tarlac,15.66865,120.58582,106190.0,,Asia,5.33,1st,69.5,119.5,128.7,668.8,342,204.3,3.285,0.253,0.632,0.889,227.0,30.8,0.093,0.36,147.1,1254,norm_short
ph-tagbilaran,City of Tagbilaran,Philippines,ph,Bohol,9.64026,123.85598,106120.0,,Asia,-1.88,3rd,89.5,213.7,235.8,743.1,428,208.1,3.565,0.016,0.263,0.923,333.0,25.9,0.131,0.274,140.9,1083,norm_short
ph-indanan,Indanan,Philippines,ph,Sulu,5.97289,120.97023,105384.0,,Asia,26.02,3rd,1.5,23.3,23.3,587.4,402,134.0,3.436,0.129,0.299,0.917,nan,0.2,0.0,0.167,13.2,13,sparse_osm;norm_short
ph-t'boli,T'Boli,Philippines,ph,South Cotabato,6.21383,124.82293,105296.0,,Asia,-0.72,1st,76.5,139.6,139.6,608.5,319,199.2,3.489,0.085,0.353,0.859,200.0,8.7,0.083,0.329,61.5,348,norm_short
ph-santa-cruz-davao-del-sur,Santa Cruz,Philippines,ph,Davao del Sur,6.83361,125.41524,104793.0,,Asia,-1.88,1st,42.5,156.4,156.4,457.7,268,147.8,3.524,0.053,0.114,0.95,250.0,9.8,0.163,0.277,52.9,362,norm_short
ph-sindangan,Sindangan,Philippines,ph,Zamboanga del Norte,8.23736,122.99861,104514.0,,Asia,-6.93,1st,6.5,135.6,135.6,544.3,302,148.2,3.538,0.041,0.377,0.9,60.0,9.3,0.112,0.291,67.9,306,norm_short
ph-masbate,City of Masbate,Philippines,ph,Masbate,12.37109,123.62392,104011.0,,Asia,-12.41,4th,44.5,122.0,122.0,454.9,248,212.9,3.55,0.03,0.349,0.864,385.0,11.1,0.104,0.27,59.0,322,norm_short
ph-pili,Pili,Philippines,ph,Camarines Sur,13.55621,123.27408,101668.0,,Asia,-3.85,1st,60.5,148.0,148.0,703.0,386,328.9,3.505,0.07,0.324,0.895,263.0,9.2,0.131,0.264,69.3,353,norm_short
ph-isulan,Isulan,Philippines,ph,Sultan Kudarat,6.63409,124.59714,101455.0,,Asia,0.48,1st,81.5,104.1,100.3,710.8,388,157.9,3.356,0.197,0.437,0.947,68.0,24.2,0.226,0.22,144.5,583,norm_short
ph-calasiao,Calasiao,Philippines,ph,Pangasinan,16.00895,120.35719,100686.0,,Asia,-5.15,1st,64.5,194.2,195.6,709.7,389,244.6,3.37,0.185,0.491,0.901,385.0,21.1,0.081,0.355,119.7,1147,norm_short
ph-alaminos,City of Alaminos,Philippines,ph,Pangasinan,16.15539,119.97922,100430.0,,Asia,-3.07,4th,31.5,158.0,158.0,694.2,377,302.7,3.521,0.056,0.434,0.911,192.0,16.0,0.107,0.351,99.3,689,norm_short
ph-siasi,Siasi,Philippines,ph,Sulu,5.54517,120.81511,100076.0,,Asia,47.88,2nd,1.5,193.8,193.8,423.1,276,204.8,3.435,0.131,0.145,0.951,nan,1.0,0.125,0.415,16.3,44,sparse_osm;norm_short
ph-oton,Oton,Philippines,ph,Iloilo,10.69305,122.47827,99920.0,,Asia,0.54,1st,88.5,189.4,189.4,613.7,353,184.8,3.492,0.082,0.216,0.897,217.0,20.4,0.11,0.271,85.6,726,norm_short
ph-bislig,City of Bislig,Philippines,ph,Surigao del Sur,8.21308,126.31562,99872.0,,Asia,-5.6,3rd,58.5,127.8,127.8,357.1,212,135.8,3.526,0.051,0.356,0.929,333.0,4.5,0.195,0.247,27.4,138,sparse_osm;norm_short
ph-cavite,City of Cavite,Philippines,ph,Cavite,14.48209,120.90892,98673.0,,Asia,-6.62,4th,86.5,91.0,91.0,513.2,291,97.4,3.456,0.112,0.36,0.967,nan,25.2,0.271,0.171,87.8,950,norm_short
ph-m'lang,M'Lang,Philippines,ph,Cotabato,6.94662,124.87887,98646.0,,Asia,-5.37,1st,0.5,54.8,54.8,568.4,234,38.5,2.823,0.572,0.795,0.946,250.0,14.6,0.31,0.213,120.0,363,norm_short
ph-balamban,Balamban,Philippines,ph,Cebu,10.50483,123.71313,98170.0,,Asia,-0.18,1st,88.5,178.1,178.1,530.2,305,177.2,3.563,0.019,0.261,0.904,238.0,12.8,0.085,0.297,65.2,498,norm_short
ph-gerona,Gerona,Philippines,ph,Tarlac,15.60693,120.59857,97937.0,,Asia,6.92,1st,89.5,214.9,241.0,730.9,413,215.4,3.484,0.089,0.288,0.903,179.0,26.0,0.094,0.377,126.1,1031,norm_short
ph-catarman,Catarman,Philippines,ph,Northern Samar,12.49965,124.63648,97738.0,,Asia,-5.58,1st,23.5,83.1,83.1,534.0,269,123.0,3.335,0.214,0.441,0.945,nan,15.2,0.253,0.222,67.7,452,norm_short
ph-escalante,City of Escalante,Philippines,ph,Negros Occidental,10.84126,123.49931,97050.0,,Asia,-2.73,4th,55.5,218.0,218.0,726.2,409,322.9,3.54,0.039,0.298,0.887,278.0,11.6,0.159,0.266,87.2,375,norm_short
ph-balayan,Balayan,Philippines,ph,Batangas,13.93818,120.72949,96939.0,,Asia,-1.82,1st,84.5,110.1,110.1,560.5,294,130.9,3.258,0.275,0.61,0.896,250.0,23.2,0.09,0.237,107.0,661,norm_short
ph-monkayo,Monkayo,Philippines,ph,Davao de Oro,7.82395,126.05369,96405.0,,Asia,-1.67,1st,88.5,185.6,185.6,636.8,345,182.1,3.56,0.022,0.254,0.882,nan,14.8,0.162,0.195,77.8,426,norm_short
ph-ipil,Ipil,Philippines,ph,Zamboanga Sibugay,7.78219,122.58674,96363.0,,Asia,9.2,1st,86.5,112.9,112.9,712.6,395,176.1,3.459,0.11,0.374,0.909,nan,15.5,0.204,0.248,103.9,413,norm_short
ph-lopez,Lopez,Philippines,ph,Quezon,13.88251,122.26111,96006.0,,Asia,-2.69,1st,65.5,81.7,81.7,588.2,303,167.6,3.5,0.074,0.4,0.895,nan,10.3,0.326,0.223,56.1,253,norm_short
ph-daanbantayan,Daanbantayan,Philippines,ph,Cebu,11.25035,123.99913,95080.0,,Asia,-1.95,1st,8.5,138.5,138.5,483.8,290,172.0,3.52,0.057,0.373,0.923,312.0,6.1,0.105,0.326,43.7,258,norm_short
ph-lemery,Lemery,Philippines,ph,Batangas,13.88344,120.91382,94736.0,,Asia,-0.64,1st,74.5,130.3,144.9,610.8,321,203.2,3.348,0.203,0.482,0.898,357.0,26.7,0.181,0.227,139.1,928,norm_short
ph-bauan,Bauan,Philippines,ph,Batangas,13.78992,121.00778,94016.0,,Asia,4.77,1st,83.5,102.5,120.5,625.5,325,119.5,3.209,0.312,0.629,0.899,385.0,50.3,0.115,0.178,180.6,1609,norm_short
ph-lebak,Lebak,Philippines,ph,Sultan Kudarat,6.63367,124.0657,93312.0,,Asia,-2.23,1st,89.5,60.1,60.1,515.0,253,48.6,3.197,0.321,0.637,0.918,nan,7.2,0.193,0.312,61.5,194,norm_short
ph-kalibo,Kalibo,Philippines,ph,Aklan,11.7089,122.36402,93218.0,,Asia,6.23,1st,49.5,179.9,202.4,729.9,413,236.4,3.495,0.079,0.368,0.909,385.0,39.5,0.111,0.326,176.4,1488,norm_short
ph-patikul,Patikul,Philippines,ph,Sulu,6.08895,121.1055,92600.0,,Asia,34.46,3rd,3.5,112.8,112.8,241.3,153,122.2,3.403,0.158,0.337,0.839,nan,0.6,0.0,0.238,12.6,19,sparse_osm;norm_short
ph-santa-barbara,Santa Barbara,Philippines,ph,Pangasinan,15.99992,120.40513,92420.0,,Asia,-5.68,1st,69.5,186.7,186.7,707.0,398,272.3,3.453,0.115,0.353,0.883,nan,10.6,0.124,0.318,78.2,630,norm_short
ph-calaca,City of Calaca,Philippines,ph,Batangas,13.93385,120.81403,92281.0,,Asia,6.93,1st (as Mun),89.5,148.7,148.7,655.2,356,153.3,3.267,0.268,0.447,0.886,278.0,10.5,0.137,0.312,85.3,366,norm_short
ph-banga,Banga,Philippines,ph,South Cotabato,6.42323,124.77616,91536.0,,Asia,0.55,1st,30.5,37.3,38.0,406.8,147,340.5,2.528,0.73,0.861,0.953,116.0,11.4,0.301,0.241,101.7,439,norm_short
ph-surallah,Surallah,Philippines,ph,South Cotabato,6.37547,124.74759,91412.0,,Asia,-1.84,1st,30.5,49.7,49.6,540.3,230,266.8,2.908,0.52,0.773,0.96,135.0,22.5,0.243,0.173,143.1,560,norm_short
ph-sablayan,Sablayan,Philippines,ph,Occidental Mindoro,12.84704,120.77992,91406.0,,Asia,-12.29,1st,57.5,170.1,170.1,504.7,297,246.7,3.542,0.037,0.215,0.909,357.0,8.0,0.204,0.218,54.1,209,norm_short
